sku,name,slug,brand,category,category_slug,price,wholesale_price,cost_price,margin,stock,unit,format,content_info,image_url,has_image,featured,active
FOPPP-1102,POTE BISAGRA CON TAPA DE 225 CC.,pote-bisagra-con-tapa-de-225-cc-foppp-1102,FOODPACK,Alimentos y Cocina,alimentos-cocina,44,37.4,35.2,8.8,28540,UN,,225CC,/products/FOPPP-1102.jpg,True,True,True
FOPINT-4008-FL,POTE DESECHABLE CON TAPA PLANA 250 A 350 CC,pote-desechable-con-tapa-plana-250-a-350-cc-fopint-4008-fl,FOODPACK,Alimentos y Cocina,alimentos-cocina,53,45.05,36.5,16.5,7400,UN,,350CC,/products/FOPINT-4008-FL.jpg,True,True,True
PRI85550,Adhesivo Barra Proarte 36 g,adhesivo-barra-proarte-36-g-pri85550,PRISA,Alimentos y Cocina,alimentos-cocina,8544,7262.4,5760,2784,36,UN,,36G,/products/PRI85550.jpg,True,True,True
PRI17086,Cartón Piedra Proarte 1.0 mm 650 g 55x77 cm,carton-piedra-proarte-10-mm-650-g-55x77-cm-pri17086,PRISA,Alimentos y Cocina,alimentos-cocina,683,580.55,602,81,300,UN,55X77,650G,/products/PRI17086.jpg,True,False,True
DPSPOTEN036,POTE BISAGRA LISO 225 GRMS 1X600,pote-bisagra-liso-225-grms-1x600-dpspoten036,DPS,Alimentos y Cocina,alimentos-cocina,52,44.2,38.8,13.2,4200,UN,1X600,,,False,True,True
FOPINT-4012-FL,Pote 12 oz c/tapa plana PET (1x540),pote-12-oz-ctapa-plana-pet-1x540-fopint-4012-fl,FOODPACK,Alimentos y Cocina,alimentos-cocina,66,56.1,38.9,27.1,3780,UN,1X540,12OZ,/products/FOPINT-4012-FL.jpg,True,True,True
DIMZ375824,AGUA PURIFICADA NATURAL SIN GAS 500 CC,agua-purificada-natural-sin-gas-500-cc-dimz375824,DIMERC,Alimentos y Cocina,alimentos-cocina,51054,43395.9,1926,49128,50,UN,,500CC,,False,True,True
DIMZ416060,AGUA PURIFICADA NATURAL CON GAS 500 CC,agua-purificada-natural-con-gas-500-cc-dimz416060,DIMERC,Alimentos y Cocina,alimentos-cocina,11418,9705.3,1926,9492,50,UN,,500CC,/products/DIMZ416060.jpg,True,True,True
AKISAC300,Saco Kraft Café 3 Kilos de 16 x 40 cms.,saco-kraft-cafe-3-kilos-de-16-x-40-cms-akisac300,SIN MARCA,Alimentos y Cocina,alimentos-cocina,28,23.8,15.5,12.5,6000,UN,16X40,16X40CM,,False,True,True
FOPTG-T80,TAPA POTE AVIÓN PP 180 CC,tapa-pote-avion-pp-180-cc-foptg-t80,FOODPACK,Alimentos y Cocina,alimentos-cocina,15,12.75,9.7,5.3,8000,UN,,180CC,/products/FOPTG-T80.jpg,True,True,True
DPSBOCAN033,"PAQUETE DE BOLSAS PLASTICAS DESECHABLES TIPO CAMISETA 40 X 30 CM, COLOR BLANCA.",paquete-de-bolsas-plasticas-desechables-tipo-camiseta-40-x-30-cm-color-blanca-dpsbocan033,DPS,Alimentos y Cocina,alimentos-cocina,14,11.9,9.9,4.1,6900,BOLSA,40X30,40X30CM,/products/DPSBOCAN033.jpg,True,True,True
DPSMAGUN065,GUANTE LATEX EXAMGLOVE T-L 1X100,guante-latex-examglove-t-l-1x100-dpsmagun065,DPS,Alimentos y Cocina,alimentos-cocina,850,722.5,2152,-1302,30,UN,1X100,,,False,False,True
FOPPI-SQK300,Saco Kraft Café 3kg (1x1000),saco-kraft-cafe-3kg-1x1000-foppi-sqk300,FOODPACK,Alimentos y Cocina,alimentos-cocina,28,23.8,15.2,12.8,3000,UN,1X1000,3KG,/products/FOPPI-SQK300.jpg,True,True,True
FOPCM-T100,Saco Kraft Café 1kg (1x1000),saco-kraft-cafe-1kg-1x1000-fopcm-t100,FOODPACK,Alimentos y Cocina,alimentos-cocina,10,8.5,8.1,1.9,5000,UN,1X1000,1KG,/products/FOPCM-T100.jpg,True,True,True
DIM123933,SALSA DE TOMATE NATURAL 200 GR POMAROLA,salsa-de-tomate-natural-200-gr-pomarola-dim123933,DIMERC,Alimentos y Cocina,alimentos-cocina,495,420.75,371,124,108,UN,,200GR,/products/DIM123933.jpg,True,False,True
FOPPI-SQK100,SACO KRAFT CAFE 1KG (1X1000),saco-kraft-cafe-1kg-1x1000-foppi-sqk100,FOODPACK,Alimentos y Cocina,alimentos-cocina,10,8.5,8.1,1.9,3000,UN,1X1000,1KG,/products/FOPPI-SQK100.jpg,True,True,True
DIMZ463055,JUGO EN POLVO SOBRE 60 GR RINDE 1 LT GO NARANJA ZUKO,jugo-en-polvo-sobre-60-gr-rinde-1-lt-go-naranja-zuko-dimz463055,DIMERC,Alimentos y Cocina,alimentos-cocina,413,351.05,310,103,70,UN,,60GR,,False,False,True
PNB517150,TABLA SALVACORTE 60X45 CMS (A2) AZUL,tabla-salvacorte-60x45-cms-a2-azul-pnb517150,FULTONS,Alimentos y Cocina,alimentos-cocina,7487,6363.95,5990,1497,3,UN,60X45,60X45CM,/products/PNB517150.jpg,True,True,True
PRI45528,Etiqueta Adhesiva Diazol Oficio Matte 180 g 100 Hojas,etiqueta-adhesiva-diazol-oficio-matte-180-g-100-hojas-pri45528,DIAZOL,Alimentos y Cocina,alimentos-cocina,15759,13395.15,7915,7844,2,UN,,180G,/products/PRI45528.jpg,True,True,True
AKIPOBI4012,Pote Bisagra 340 Grs Tapa Plana,pote-bisagra-340-grs-tapa-plana-akipobi4012,SIN MARCA,Alimentos y Cocina,alimentos-cocina,56,47.6,48,8,320,UN,,340GRS,,False,False,True
PRI89289,CAFE INST. NESCAFE FIN SELECC.220 GR LIOFI FCO VI,cafe-inst-nescafe-fin-selecc220-gr-liofi-fco-vi-pri89289,PRISA,Alimentos y Cocina,alimentos-cocina,5027,4272.95,11523,-6496,1,UN,,220GR,/products/PRI89289.jpg,True,False,True
TOR30616,TÉMPERA 250 ML AZUL,tempera-250-ml-azul-tor30616,TORRE,Alimentos y Cocina,alimentos-cocina,1224,1040.4,1040,184,9,UN,,250ML,/products/TOR30616.jpg,True,False,True
TOR30613,TÉMPERA 250 ML BLANCO,tempera-250-ml-blanco-tor30613,TORRE,Alimentos y Cocina,alimentos-cocina,1031,876.35,946,85,9,UN,,250ML,/products/TOR30613.jpg,True,False,True
ACB33643,Lubricante líquido para trituradoras Auto Oil,lubricante-liquido-para-trituradoras-auto-oil-acb33643,ACCO BRANDS,Alimentos y Cocina,alimentos-cocina,0,0,8411,-8411,1,UN,,,,False,False,True
FOPYS-E140B,Revolvedor de Café 140mm (10x1000),revolvedor-de-cafe-140mm-10x1000-fopys-e140b,FOODPACK,Alimentos y Cocina,alimentos-cocina,2,1.7,1.2,0.8,7000,UN,10X1000,,/products/FOPYS-E140B.jpg,True,True,True
PRI76304,Bombilla Flexible Latina 25 Cm Paquete de 100 Unidades,bombilla-flexible-latina-25-cm-paquete-de-100-unidades-pri76304,PRISA,Alimentos y Cocina,alimentos-cocina,8,6.8,6.2,1.8,1224,PACK,,,,False,True,True
TOR30619,TÉMPERA 250 ML DORADO,tempera-250-ml-dorado-tor30619,TORRE,Alimentos y Cocina,alimentos-cocina,1441,1224.85,1225,216,6,UN,,250ML,/products/TOR30619.jpg,True,False,True
PRI11718,Rollo Térmico Engatel 57 mm X 40 M 10 Unidades,rollo-termico-engatel-57-mm-x-40-m-10-unidades-pri11718,PRISA,Alimentos y Cocina,alimentos-cocina,681,578.85,482.4,198.6,14,ROLLO,,,/products/PRI11718.jpg,True,False,True
FOPTG-8010,Plato oval transparente s/div. (2150),plato-oval-transparente-sdiv-2150-foptg-8010,FOODPACK,Alimentos y Cocina,alimentos-cocina,86,73.1,66,20,100,UN,,,/products/FOPTG-8010.jpg,True,False,True
PRI87851,Nota Adhesiva Stick & Write Verde Claro,nota-adhesiva-stick-write-verde-claro-pri87851,PRISA,Alimentos y Cocina,alimentos-cocina,375,318.75,420,-45,10,UN,,,/products/PRI87851.jpg,True,False,True
PRI87852,Nota Adhesiva Stick & Write Rosado 100,nota-adhesiva-stick-write-rosado-100-pri87852,PRISA,Alimentos y Cocina,alimentos-cocina,375,318.75,407,-32,10,UN,,,/products/PRI87852.jpg,True,False,True
EAS382379,EAS38Amarra plástica transparente 200 x 2 mm Macrotel2379,eas38amarra-plastica-transparente-200-x-2-mm-macrotel2379-eas382379,SIN MARCA,Alimentos y Cocina,alimentos-cocina,1374,1167.9,3941,-2567,1,UN,200X2,,,False,False,True
TOR30615,TÉMPERA 250 ML AMARILLO,tempera-250-ml-amarillo-tor30615,TORRE,Alimentos y Cocina,alimentos-cocina,1224,1040.4,1040,184,3,UN,,250ML,/products/TOR30615.jpg,True,False,True
TOR30617,TÉMPERA 250 ML ROJO,tempera-250-ml-rojo-tor30617,TORRE,Alimentos y Cocina,alimentos-cocina,1224,1040.4,1040,184,3,UN,,250ML,/products/TOR30617.jpg,True,False,True
PNB428164,MICA TRANSPARENTE TAMAÑO OFICIO 100 HJ 200 (10),mica-transparente-tamano-oficio-100-hj-200-10-pnb428164,FULTONS,Alimentos y Cocina,alimentos-cocina,105,89.25,75.9,29.1,3,UN,,,/products/PNB428164.jpg,True,False,True
DIM563958,JUGO EN POLVO NARANJA PLATANO BOLSA 1 KG MACROFOOD,jugo-en-polvo-naranja-platano-bolsa-1-kg-macrofood-dim563958,MACROFOOD,Alimentos y Cocina,alimentos-cocina,138,117.3,103.8,34.2,1,BOLSA,,1KG,,False,False,True
FOPYS-E140BS,Revolvedor de Café 140mm,revolvedor-de-cafe-140mm-fopys-e140bs,FOODPACK,Alimentos y Cocina,alimentos-cocina,2,1.7,1.5,0.5,18,UN,,,/products/FOPYS-E140BS.jpg,True,False,True
DIM563952,POSTRE EN POLVO MERENGUE BOLSA 1 KG MACROFOOD,postre-en-polvo-merengue-bolsa-1-kg-macrofood-dim563952,MACROFOOD,Alimentos y Cocina,alimentos-cocina,1973,1677.05,0,0,120,BOLSA,,1KG,/products/DIM563952.jpg,True,False,True
ACB70167,Acuarela en mezclador 12 colores  Diámetro plastilla 2 cms  Incluye 2 pinceles pelo plástico,acuarela-en-mezclador-12-colores-diametro-plastilla-2-cms-incluye-2-pinceles-pel-acb70167,ACCO BRANDS,Arte y Escolar,arte-escolar,1008,856.8,666,342,144,UN,,,/products/ACB70167.jpg,True,False,True
PRI59102,Adhesivo glitter glue Torre Metalicos 5 Colores,adhesivo-glitter-glue-torre-metalicos-5-colores-pri59102,TORRE,Arte y Escolar,arte-escolar,1023,869.55,921,102,31,UN,,,/products/PRI59102.jpg,True,False,True
PRI30547,Adhesivo En Barra Torre Stick Imagia 40 gr,adhesivo-en-barra-torre-stick-imagia-40-gr-pri30547,TORRE,Arte y Escolar,arte-escolar,2080,1768.0,713,1367,28,UN,,40GR,/products/PRI30547.jpg,True,True,True
TOR972,TEMPERA 12 COLORES TORRE 22 ML,tempera-12-colores-torre-22-ml-tor972,TORRE,Arte y Escolar,arte-escolar,1252,1064.2,1170,82,7,UN,,22ML,/products/TOR972.jpg,True,False,True
DIM497684,PINCEL N10 ESPATULA MANGO DE MADERA,pincel-n10-espatula-mango-de-madera-dim497684,DIMERC,Arte y Escolar,arte-escolar,188,159.8,370,-182,18,UN,,,,False,False,True
DIM497686,PINCEL N6 ESPATULA MANGO DE MADERA,pincel-n6-espatula-mango-de-madera-dim497686,DIMERC,Arte y Escolar,arte-escolar,207,175.95,126,81,18,UN,,,,False,False,True
FOPLY-C18NT,Bandeja Alum. 600ml cTapa Cart-Alum. (30x20),bandeja-alum-600ml-ctapa-cart-alum-30x20-foply-c18nt,FOODPACK,Insumos desechables,desechables,1499,1274.15,1198,301,19700,UN,30X20,600ML,/products/FOPLY-C18NT.jpg,True,True,True
FOPAHT-VPC08-KR,Vaso polipapel alta temperatura.,vaso-polipapel-alta-temperatura-fopaht-vpc08-kr,FOODPACK,Insumos desechables,desechables,2800,2380.0,2106,694,10001,UN,,,/products/FOPAHT-VPC08-KR.jpg,True,True,True
FOPIY-HCPLA08-TG,Vaso Papel PLA 8 oz. Imp. ECO (50x20),vaso-papel-pla-8-oz-imp-eco-50x20-fopiy-hcpla08-tg,FOODPACK,Insumos desechables,desechables,38,32.3,28.4,9.6,77000,UN,50X20,8OZ,/products/FOPIY-HCPLA08-TG.jpg,True,True,True
FOPTG-CL16,Vaso 16oz PP transp. (20x50),vaso-16oz-pp-transp-20x50-foptg-cl16,FOODPACK,Insumos desechables,desechables,50,42.5,33.2,16.8,55000,UN,20X50,16OZ,/products/FOPTG-CL16.jpg,True,True,True
FOPAHT-VPC12-KR,Vaso polipapel 12oz Kraft (1x1000),vaso-polipapel-12oz-kraft-1x1000-fopaht-vpc12-kr,FOODPACK,Insumos desechables,desechables,37,31.45,26.6,10.4,61000,UN,1X1000,12OZ,/products/FOPAHT-VPC12-KR.jpg,True,True,True
FOPTG-CLFL1220,Tapa plana p/vaso 12/14/16/20oz (20x50),tapa-plana-pvaso-12141620oz-20x50-foptg-clfl1220,FOODPACK,Insumos desechables,desechables,24,20.4,15.4,8.6,69000,UN,20X50,20OZ,/products/FOPTG-CLFL1220.jpg,True,True,True
AKIPC550,"Pocillo PP 5,5 oz",pocillo-pp-55-oz-akipc550,SIN MARCA,Insumos desechables,desechables,20,17.0,15,5,60000,UN,,"5,5OZ",,False,True,True
FOPVC-V10B,Vaso 300cc Blanco (1X2500),vaso-300cc-blanco-1x2500-fopvc-v10b,FOODPACK,Insumos desechables,desechables,886,753.1,351,535,2500,UN,1X2500,300CC,/products/FOPVC-V10B.jpg,True,True,True
DPSBIOCUDEN016,CUCHARA ALMIDON MAIZ 7 NATURAL PACK (20X50),cuchara-almidon-maiz-7-natural-pack-20x50-dpsbiocuden016,DPS,Insumos desechables,desechables,25,21.25,20,5,43000,PACK,20X50,,,False,True,True
FOPDCO-403201NW,"BANDEJAS PLUMAVIT CON DIVISION 33 X 23 X 7,5 CM.",bandejas-plumavit-con-division-33-x-23-x-75-cm-fopdco-403201nw,FOODPACK,Insumos desechables,desechables,94,79.9,70.5,23.5,10700,UN,33X23,,/products/FOPDCO-403201NW.jpg,True,True,True
FOPD-10FTL,TAPAS PARA VASOS DE PLUMAVIT 10 OZ 300 ML.,tapas-para-vasos-de-plumavit-10-oz-300-ml-fopd-10ftl,FOODPACK,Insumos desechables,desechables,28,23.8,30,-2,24000,UN,,10OZ,/products/FOPD-10FTL.jpg,True,True,True
FOPCIP-CF28300,Cling Film PVC 28cm x 300m,cling-film-pvc-28cm-x-300m-fopcip-cf28300,FOODPACK,Insumos desechables,desechables,5165,4390.25,4125,1040,144,UN,,,/products/FOPCIP-CF28300.jpg,True,True,True
FOPJA-PSM-MFORK,Tenedor MW NatCorn (10x100),tenedor-mw-natcorn-10x100-fopja-psm-mfork,FOODPACK,Insumos desechables,desechables,23,19.55,15.4,7.6,36400,UN,10X100,,/products/FOPJA-PSM-MFORK.jpg,True,True,True
DPSBIOTAPVA001,TAPA PLA VASO POLI. COMPOST. 8 OZ (20X50),tapa-pla-vaso-poli-compost-8-oz-20x50-dpsbiotapva001,DPS,Insumos desechables,desechables,17,14.45,14.3,2.7,32000,UN,20X50,8OZ,/products/DPSBIOTAPVA001.jpg,True,True,True
DPSBIOCUDEN013,"CUCHARA COMPOST. NATURAL PACK 6,5 CPLA 20X50",cuchara-compost-natural-pack-65-cpla-20x50-dpsbiocuden013,DPS,Insumos desechables,desechables,24,20.4,19.4,4.6,21000,PACK,20X50,,,False,True,True
FOPJA-PSM-MTSPN,Cuchara MW NatCorn postre (10x100),cuchara-mw-natcorn-postre-10x100-fopja-psm-mtspn,FOODPACK,Insumos desechables,desechables,43,36.55,16.6,26.4,24400,UN,10X100,,/products/FOPJA-PSM-MTSPN.jpg,True,True,True
FOPTG-VPC08W,VASO POLIPAPEL UNA CAPA BLANCO NP 8 OZ (50 UNIDADES),vaso-polipapel-una-capa-blanco-np-8-oz-50-unidades-foptg-vpc08w,FOODPACK,Insumos desechables,desechables,27,22.95,22.3,4.7,15000,CAJA,,8OZ,/products/FOPTG-VPC08W.jpg,True,True,True
DPSBIOCUDEN017,TENEDOR ALMIDON MAIZ 7 NATURAL PACK (20X50),tenedor-almidon-maiz-7-natural-pack-20x50-dpsbiocuden017,DPS,Insumos desechables,desechables,24,20.4,20.3,3.7,16000,PACK,20X50,,,False,True,True
FOPHL-HCPLAF08-TG,Vaso 8oz Polipapel PLA Imp. Tugou (2050,vaso-8oz-polipapel-pla-imp-tugou-2050-fophl-hcplaf08-tg,FOODPACK,Insumos desechables,desechables,38,32.3,30.4,7.6,10000,UN,,8OZ,/products/FOPHL-HCPLAF08-TG.jpg,True,True,True
FOPSN-PET12,Vaso 12oz PET 92mm  (20x50),vaso-12oz-pet-92mm-20x50-fopsn-pet12,FOODPACK,Insumos desechables,desechables,18,15.3,32.4,-14.4,9000,UN,20X50,12OZ,/products/FOPSN-PET12.jpg,True,True,True
FOPD-4J4,Vaso Dart 120cc. (4 oz) (1x1000),vaso-dart-120cc-4-oz-1x1000-fopd-4j4,FOODPACK,Insumos desechables,desechables,28,23.8,17.7,10.3,15000,UN,1X1000,4OZ,/products/FOPD-4J4.jpg,True,True,True
FOPIE-70043,Tenedor Blanco PP,tenedor-blanco-pp-fopie-70043,FOODPACK,Insumos desechables,desechables,9,7.65,6,3,42997,UN,,,/products/FOPIE-70043.jpg,True,True,True
VAN2511105,CUCHARA TE PLASTICA PLA BLANCA,cuchara-te-plastica-pla-blanca-van2511105,SIN MARCA,Insumos desechables,desechables,43,36.55,36.7,6.3,6000,UN,,,/products/VAN2511105.jpg,True,True,True
DPSVAPIN111,VASO UNA CAPA BLANCO NP 4 OZ,vaso-una-capa-blanco-np-4-oz-dpsvapin111,DPS,Insumos desechables,desechables,24,20.4,9,15,23000,UN,,4OZ,/products/DPSVAPIN111.jpg,True,True,True
DPSCARTN047,BANDEJA RECTANGULAR N 3,bandeja-rectangular-n-3-dpscartn047,DPS,Insumos desechables,desechables,32,27.2,22.5,9.5,6600,UN,,,,False,True,True
FOPVC-V35B,Vaso 110cc Blanco (16000),vaso-110cc-blanco-16000-fopvc-v35b,FOODPACK,Insumos desechables,desechables,16,13.6,8.6,7.4,17000,UN,,110CC,/products/FOPVC-V35B.jpg,True,True,True
FOPIY-PCS40,Pocillo Traslúcido 4oz (12500),pocillo-traslucido-4oz-12500-fopiy-pcs40,FOODPACK,Insumos desechables,desechables,19,16.15,11.5,7.5,12500,UN,,4OZ,/products/FOPIY-PCS40.jpg,True,True,True
FOPD-10J10,"VASOS DE PLUMAVIT DE 10 OZ, 300 ML",vasos-de-plumavit-de-10-oz-300-ml-fopd-10j10,FOODPACK,Insumos desechables,desechables,38,32.3,27.5,10.5,5000,UN,,10OZ,/products/FOPD-10J10.jpg,True,True,True
DPSCUDEN028,CUCHARA ECON. BLANCO 10X100,cuchara-econ-blanco-10x100-dpscuden028,DPS,Insumos desechables,desechables,8,6.8,6.5,1.5,20000,UN,10X100,,/products/DPSCUDEN028.jpg,True,True,True
DNLDP73M00802,CONTENEDOR DELI ProToGo 8 OZ TRANSPARENTE PET CON TAPA DE PP. ALTO 7 CM Y 9 CM DE DIAMETR,contenedor-deli-protogo-8-oz-transparente-pet-con-tapa-de-pp-alto-7-cm-y-9-cm-de-dnldp73m00802,SIN MARCA,Insumos desechables,desechables,62,52.7,49.5,12.5,2400,UN,,8OZ,,False,True,True
DPSCUDEN081,CUCHARA PLASTICA SOPERA,cuchara-plastica-sopera-dpscuden081,DPS,Insumos desechables,desechables,8,6.8,9,-1,13000,UN,,,/products/DPSCUDEN081.jpg,True,True,True
FOPSN-PETPCI4,Inserto 92mm  4oz PET p/vaso 12/20oz (10x100),inserto-92mm-4oz-pet-pvaso-1220oz-10x100-fopsn-petpci4,FOODPACK,Insumos desechables,desechables,13,11.05,19.4,-6.4,6000,UN,10X100,4OZ,/products/FOPSN-PETPCI4.jpg,True,True,True
FOPCOB-201138,Vaso 200cc PP Transp. (25100),vaso-200cc-pp-transp-25100-fopcob-201138,FOODPACK,Insumos desechables,desechables,13,11.05,7.9,5.1,12000,UN,,200CC,/products/FOPCOB-201138.jpg,True,True,True
FOPLY-AL300100,Rollo de Aluminio 30cm x 100m,rollo-de-aluminio-30cm-x-100m-foply-al300100,FOODPACK,Insumos desechables,desechables,5260,4471.0,4050,1210,22,ROLLO,,,/products/FOPLY-AL300100.jpg,True,True,True
FOPVC-V35T,VASO TRANPARENTE PP 110 CC,vaso-tranparente-pp-110-cc-fopvc-v35t,FOODPACK,Insumos desechables,desechables,50,42.5,8.6,41.4,10000,UN,,110CC,/products/FOPVC-V35T.jpg,True,True,True
FOPIE-70042,Cuchara de Sopa Blanca PP,cuchara-de-sopa-blanca-pp-fopie-70042,FOODPACK,Insumos desechables,desechables,10,8.5,6.1,3.9,13898,UN,,,/products/FOPIE-70042.jpg,True,True,True
FOPSN-PET16,Vaso 16oz PET 98mm  (2050),vaso-16oz-pet-98mm-2050-fopsn-pet16,FOODPACK,Insumos desechables,desechables,58,49.3,42.1,15.9,2000,UN,,16OZ,/products/FOPSN-PET16.jpg,True,True,True
DPSVASCUP036,VASO PET 16 OZ PACK LIST V.2 (20X50),vaso-pet-16-oz-pack-list-v2-20x50-dpsvascup036,DPS,Insumos desechables,desechables,58,49.3,40,18,2000,PACK,20X50,16OZ,/products/DPSVASCUP036.jpg,True,True,True
FOPIE-6020,Cuchara de Postre Blanca,cuchara-de-postre-blanca-fopie-6020,FOODPACK,Insumos desechables,desechables,6,5.1,4.5,1.5,14600,UN,,,/products/FOPIE-6020.jpg,True,True,True
AKITNMD160,Tenedor de Madera 16 cm,tenedor-de-madera-16-cm-akitnmd160,SIN MARCA,Insumos desechables,desechables,17,14.45,13,4,5000,UN,,,/products/AKITNMD160.jpg,True,True,True
DNLSD131-280-300D,PAPEL FILM 300 MTS,papel-film-300-mts-dnlsd131-280-300d,SIN MARCA,Insumos desechables,desechables,4750,4037.5,3000,1750,20,UN,,,/products/DNLSD131-280-300D.jpg,True,True,True
FOPD-8J8,VASO DART 240cc  (8 oz)  (1 x1000),vaso-dart-240cc-8-oz-1-x1000-fopd-8j8,FOODPACK,Insumos desechables,desechables,32,27.2,23.7,8.3,2480,UN,1X1000,8OZ,/products/FOPD-8J8.jpg,True,True,True
AKIRA1230100,Rollo Aluminio 30 cms. x 100 mts,rollo-aluminio-30-cms-x-100-mts-akira1230100,SIN MARCA,Insumos desechables,desechables,2147,1824.95,4600,-2453,12,ROLLO,,,/products/AKIRA1230100.jpg,True,False,True
FOPTG-VPC04W,VASO TERMICO CHICO 125 CC,vaso-termico-chico-125-cc-foptg-vpc04w,FOODPACK,Insumos desechables,desechables,24,20.4,12.6,11.4,3998,UN,,125CC,/products/FOPTG-VPC04W.jpg,True,True,True
DPSCARTN020,BANDEJA RECTANGULAR 6 1X100,bandeja-rectangular-6-1x100-dpscartn020,DPS,Insumos desechables,desechables,49,41.65,30.2,18.8,1600,UN,1X100,,,False,True,True
DNLST2-280-50R,FILM ALUSA PARA ALIMENTOS 28cm x50mts 8mic. MATERIAL: PVC PARA ALIMENTOS.,film-alusa-para-alimentos-28cm-x50mts-8mic-material-pvc-para-alimentos-dnlst2-280-50r,SIN MARCA,Insumos desechables,desechables,1384,1176.4,830,554,56,UN,,,,False,True,True
DPSALUMN020,CONTENEDOR ALUM. C 20 LT CTAPA40X20,contenedor-alum-c-20-lt-ctapa40x20-dpsalumn020,DPS,Insumos desechables,desechables,194,164.9,71,123,600,UN,40X20,,,False,True,True
DPSALUMN008,Contenedor Aluminio C5,contenedor-aluminio-c5-dpsalumn008,DPS,Insumos desechables,desechables,36,30.6,27,9,1002,UN,,,/products/DPSALUMN008.jpg,True,True,True
AKICHMD160,Cuchara de Madera 16 cm,cuchara-de-madera-16-cm-akichmd160,SIN MARCA,Insumos desechables,desechables,17,14.45,12.5,4.5,2000,UN,,,,False,True,True
FOPIV-10801,Bandeja HotDog Chico (100u),bandeja-hotdog-chico-100u-fopiv-10801,FOODPACK,Insumos desechables,desechables,24,20.4,25,-1,1000,UN,,,/products/FOPIV-10801.jpg,True,True,True
FOPIY-PCS325,POCILLO TRASLUCIDO 3.25 OZ (1X2500),pocillo-traslucido-325-oz-1x2500-fopiy-pcs325,FOODPACK,Insumos desechables,desechables,28,23.8,8.9,19.1,2500,UN,1X2500,3.25OZ,/products/FOPIY-PCS325.jpg,True,True,True
DPSCUDEMA006,TENEDOR MADERA ASL,tenedor-madera-asl-dpscudema006,DPS,Insumos desechables,desechables,17,14.45,10.4,6.6,2000,UN,,,,False,True,True
DPSPODED013,"POCILLO PP 1,0 OZ PACK LIST (25X100)",pocillo-pp-10-oz-pack-list-25x100-dpspoded013,DPS,Insumos desechables,desechables,7,5.95,8.1,-1.1,2500,PACK,25X100,"1,0OZ",,False,True,True
DPSTAPVA097,TAPA DESECHABLE PARA VASO TÉRMICO 240CC,tapa-desechable-para-vaso-termico-240cc-dpstapva097,DPS,Insumos desechables,desechables,23,19.55,20,3,1000,UN,,240CC,/products/DPSTAPVA097.jpg,True,True,True
AKICOALC10,Contenedor C10 (1.000 und),contenedor-c10-1000-und-akicoalc10,SIN MARCA,Insumos desechables,desechables,54,45.9,39,15,500,UN,,,,False,False,True
FOPJA-RCSS1CC,Cuchara de Sopa Blanca(1X1000),cuchara-de-sopa-blanca1x1000-fopja-rcss1cc,FOODPACK,Insumos desechables,desechables,9,7.65,6.1,2.9,3000,UN,1X1000,,/products/FOPJA-RCSS1CC.jpg,True,True,True
FOPJA-RCF1CC,TENEDOR PLASTICO,tenedor-plastico-fopja-rcf1cc,FOODPACK,Insumos desechables,desechables,8,6.8,6,2,2900,UN,,,/products/FOPJA-RCF1CC.jpg,True,True,True
FOPYS-F160B,Tenedor de madera 16cm (10x100),tenedor-de-madera-16cm-10x100-fopys-f160b,FOODPACK,Insumos desechables,desechables,17,14.45,12.4,4.6,1000,UN,10X100,,/products/FOPYS-F160B.jpg,True,True,True
PRI99400,Cinta Adhesiva Sellofilm Transparente 12 mm x 30 m,cinta-adhesiva-sellofilm-transparente-12-mm-x-30-m-pri99400,PRISA,Insumos desechables,desechables,210,178.5,168,42,36,UN,,,/products/PRI99400.jpg,True,False,True
FOPTG-VPC010W,VASOS DE POLIPAPEL (TERMICO) 300 MO O 10 ONZAS,vasos-de-polipapel-termico-300-mo-o-10-onzas-foptg-vpc010w,FOODPACK,Insumos desechables,desechables,43,36.55,30,13,200,UN,,,/products/FOPTG-VPC010W.jpg,True,False,True
DPSBOMPAP04,"BOMBILLA DE PAPEL 14 CM COPA O VASO CORTO, DIMENSIONES 14 CM LARGO X 6 MM DE ANCHO, COLOR NEGRO",bombilla-de-papel-14-cm-copa-o-vaso-corto-dimensiones-14-cm-largo-x-6-mm-de-anch-dpsbompap04,DPS,Insumos desechables,desechables,9,7.65,6.1,2.9,800,UN,,,/products/DPSBOMPAP04.jpg,True,True,True
DPSROALA002,ROLLO ALUMINIO 100 MTS,rollo-aluminio-100-mts-dpsroala002,DPS,Insumos desechables,desechables,5380,4573.0,4850,530,1,ROLLO,,,/products/DPSROALA002.jpg,True,True,True
DPSCUDEN078,CUCHARA PLASTICA PARA CAFE LARGO 10-12-CM ANCHO DE CUCHARA DE 15 CM,cuchara-plastica-para-cafe-largo-10-12-cm-ancho-de-cuchara-de-15-cm-dpscuden078,DPS,Insumos desechables,desechables,6,5.1,4.5,1.5,1000,UN,,,/products/DPSCUDEN078.jpg,True,True,True
FOPIY-LHC08,Tapa Capuccino Negra pvaso 08 oz,tapa-capuccino-negra-pvaso-08-oz-fopiy-lhc08,FOODPACK,Insumos desechables,desechables,19,16.15,15,4,1,UN,,08OZ,/products/FOPIY-LHC08.jpg,True,False,True
